math_score,read_score,scie_score,gender,immig,homelang,desk,room,quietplace,homecomputer,homeinternet,books,booksqty,timeread,joyread,misced,fisced,hisced,pared,cultposs,hedres,wealth,ictres,schlregion,schllocation,schltype,stratio,schsize,clsize,schid,stuid
467.875,502.409,480.80139,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-.9016,"ISCED 3B, C",ISCED 2,"ISCED 3B, C",11,-.2522,1.1793,.3781,-.3629,Great Britain: Northern Ireland,"A village, hamlet or rural area (fewer than 3 000 people)",Public,12.129,188,16-20 students,82600011,82617355
536.35797,596.09601,551.9939,Female,Native,Language of the test,No,No,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-.6278,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-.9386,-.8449,-.139,.5236,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82600572
567.96613,569.42963,532.66541,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,1 to 2 hours a day,.3568,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.2588,1.1793,4.0894,3.601,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82601008
538.82959,600.60712,578.10022,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-1.3214,"ISCED 3B, C",ISCED 2,"ISCED 3B, C",11,-.1316,.0477,.9192,-.3918,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82601388
553.46582,554.43347,564.18488,Female,Second-Generation,Language of the test,Yes,Yes,No,Yes,Yes,No,201-500 books,1 to 2 hours a day,1.1891,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,1.8498,-1.3525,.3782,-.14,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82601495
599.56799,627.58319,594.36853,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,More than 30 minutes to less than 60 minutes a day,.4956,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,.4317,1.1793,.9987,.2111,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82601573
565.7934,528.69122,512.19238,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,30 minutes or less a day,.5261,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,-.1316,1.1793,.0099,-.1536,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82602223
609.06342,618.79901,589.62592,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,30 minutes or less a day,.0127,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,1.8498,1.1793,.2583,-.044,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82602407
588.85107,644.16919,622.2998,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,1 to 2 hours a day,.8628,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",12,-.3018,.0477,-.509,-.4985,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82602577
521.79932,503.7052,503.13431,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-1.1538,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,-.3902,.0477,1.2904,1.2243,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82603013
577.73688,581.00403,569.43921,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,I do not read for enjoyment,-.7077,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,1.8498,.0477,2.4805,1.2943,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82603077
564.26532,583.30103,576.14899,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,More than 30 minutes to less than 60 minutes a day,1.0836,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,.4317,-.6853,1.3792,-.0013,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82603725
631.70172,590.21912,650.99902,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,I do not read for enjoyment,-.2704,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.1316,1.1793,2.157,2.6563,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82605548
530.0769,595.15411,544.33948,Female,Native,Language of the test,No,Yes,No,Yes,Yes,Yes,101-200 books,30 minutes or less a day,.6523,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,.2741,-1.1194,-1.0636,-.9399999999999999,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82606937
528.62323,562.10608,541.8194,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,.0674,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,-.7847,.0477,.9692,.3692,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82607398
621.44897,617.3515,584.53888,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,I do not read for enjoyment,.4086,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.0019,.0477,1.9498,1.8669,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82608299
579.54919,564.12653,544.68829,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,I do not read for enjoyment,-1.0279,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,-.2588,1.1793,1.8056,.3692,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82608309
596.40973,578.46912,577.77808,Male,Native,Language of the test,Yes,Yes,No,Yes,Yes,Yes,More than 500 books,30 minutes or less a day,.7418,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,.0828,-.5813,.7566000000000001,.6359,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82609041
567.41888,545.68237,543.52838,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-1.9715,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.7847,-.6853,.758,-.5742,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82609473
535.21442,483.52539,488.32751,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,30 minutes or less a day,.2694,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,1.8498,1.1793,1.1534,.9144,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82609988
542.4491,603.01959,518.85883,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,More than 30 minutes to less than 60 minutes a day,.0631,ISCED 5B,ISCED 5B,ISCED 5B,14,.4317,-.6853,.847,-.0013,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82610071
533.41101,602.60889,561.19373,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,30 minutes or less a day,.0674,ISCED 5B,ISCED 5B,ISCED 5B,14,1.1114,1.1793,2.1862,2.6563,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82610711
619.3313,648.46539,638.2453,Female,Native,Language of the test,Yes,No,No,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-.0176,"ISCED 3B, C",ISCED 1,"ISCED 3B, C",11,-.6183999999999999,-.5813,.415,.333,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82610716
550.50812,533.14478,587.91083,Male,Native,Language of the test,Yes,No,Yes,Yes,Yes,Yes,More than 500 books,30 minutes or less a day,.8628,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,.4317,-.1357,.7769,.114,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82611098
639.61963,642.48407,649.48407,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-.4081,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,-.4711,.0477,.7675,.656,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82611507
563.00629,527.6604,537.59082,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-1.9715,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.6183999999999999,1.1793,.3802,-.5111,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82611991
616.91821,575.38568,614.74878,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-1.0279,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.7847,1.1793,1.447,1.8669,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82612704
624.57593,616.7337,633.79437,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-1.7421,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.2588,1.1793,.6815,-.044,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82613636
545.16821,570.7995,557.78241,Male,Native,Language of the test,Yes,Yes,No,No,Yes,Yes,26-100 books,30 minutes or less a day,1.2316,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,-.226,-1.3099,-.302,-.8992,Great Britain: Northern Ireland,A small town (3 000 to about 15 000 people),Public,17.4286,732,26-30 students,82600013,82614729
596.55627,610.13623,576.62671,Male,Second-Generation,Other language,Yes,No,Yes,Yes,Yes,Yes,26-100 books,More than 2 hours a day,1.0781,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,.1687,1.1793,-.6985,-.0154,Great Britain: England,A large city (with over 1 000 000 people),Public,15.5182,1063,21-25 students,82600018,82600114
456.14731,423.98621,403.1012,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-.339,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,-.6699000000000001,.0477,.3327,.2943,Great Britain: England,A large city (with over 1 000 000 people),Public,15.5182,1063,21-25 students,82600018,82600756
418.7814,409.86511,443.4017,Female,First-Generation,Other language,Yes,No,Yes,Yes,Yes,Yes,0-10 books,30 minutes or less a day,-1.1538,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.7847,.0477,-.6242,-.1536,Great Britain: England,A large city (with over 1 000 000 people),Public,15.5182,1063,21-25 students,82600018,82604011
324.0712,290.03781,362.99149,Male,Native,Other language,No,Yes,Yes,Yes,Yes,No,0-10 books,I do not read for enjoyment,-.6185,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,.0283,-.8288,-.0689,-.9399999999999999,Great Britain: England,A large city (with over 1 000 000 people),Public,15.5182,1063,21-25 students,82600018,82604456
446.6665,311.4866,362.80859,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-.8812,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,1.8498,1.1793,.9126,1.8669,Great Britain: England,A large city (with over 1 000 000 people),Public,15.5182,1063,21-25 students,82600018,82607296
434.69281,370.2113,324.9805,Female,First-Generation,Other language,Yes,No,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,.2381,None,None,None,3,-.7397,.2646,.2386,1.2943,Great Britain: England,A large city (with over 1 000 000 people),Public,15.5182,1063,21-25 students,82600018,82608660
460.2265,352.9679,371.56351,Female,First-Generation,Other language,No,Yes,No,Yes,Yes,Yes,11-25 books,1 to 2 hours a day,1.4205,ISCED 1,None,ISCED 1,7,-1.8434,-1.4469,-1.2292,-.9399999999999999,Great Britain: England,A large city (with over 1 000 000 people),Public,15.5182,1063,21-25 students,82600018,82609307
568.25409,599.9549,580.4173,Male,Second-Generation,Other language,Yes,No,No,Yes,Yes,No,11-25 books,More than 30 minutes to less than 60 minutes a day,.0797,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.3902,-1.5971,-.3222,-.349,Great Britain: England,A large city (with over 1 000 000 people),Public,15.5182,1063,21-25 students,82600018,82611945
503.72629,483.97821,527.44269,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,No,26-100 books,More than 2 hours a day,1.0781,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.363,-1.0118,.4032,.7693,Great Britain: England,A large city (with over 1 000 000 people),Public,15.5182,1063,21-25 students,82600018,82612238
532.06952,382.24271,499.99899,Male,Second-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,More than 30 minutes to less than 60 minutes a day,-.7553,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-1.0715,1.1793,.0807,2.6563,Great Britain: England,A large city (with over 1 000 000 people),Public,15.5182,1063,21-25 students,82600018,82615028
358.20151,352.26669,359.99261,Male,Second-Generation,Language of the test,No,Yes,Yes,Yes,No,Yes,0-10 books,I do not read for enjoyment,-.4934,ISCED 5B,ISCED 2,ISCED 5B,14,-.1662,-1.1123,-1.9884,-1.5939,Great Britain: England,A large city (with over 1 000 000 people),Public,15.5182,1063,21-25 students,82600018,82617018
589.06592,615.20532,625.21942,Male,Native,Language of the test,Yes,Yes,Yes,No,Yes,Yes,26-100 books,More than 30 minutes to less than 60 minutes a day,.5572,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-1.3625,-1.1256,.9004,.7063,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,18.9318,833,21-25 students,82600019,82601333
346.48309,403.59781,367.84909,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-.4556,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-1.3625,.2646,1.0844,-.0154,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,18.9318,833,21-25 students,82600019,82601839
501.93079,473.11981,557.20392,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-.9016,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.678,-.1357,.8646,.5155999999999999,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,18.9318,833,21-25 students,82600019,82603155
466.50851,532.81787,446.42239,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,More than 30 minutes to less than 60 minutes a day,.2846,"ISCED 3B, C",ISCED 5B,ISCED 5B,14,-.1662,.0477,1.4577,.5236,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,18.9318,833,21-25 students,82600019,82603795
461.55688,436.5795,498.79089,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-.0176,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,.0283,.2646,1.5119,1.8669,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,18.9318,833,21-25 students,82600019,82604169
557.21149,515.26349,521.77319,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,30 minutes or less a day,.2694,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.4354,.0477,1.2155,2.6563,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,18.9318,833,21-25 students,82600019,82607945
488.29391,434.59052,491.73099,Female,Native,Language of the test,No,Yes,Yes,Yes,Yes,Yes,26-100 books,30 minutes or less a day,1.0123,"ISCED 3B, C",ISCED 5B,ISCED 5B,14,-.1316,-1.1123,.5898,.9144,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,18.9318,833,21-25 students,82600019,82609172
472.90491,402.80591,469.36221,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-.6146,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,-.9386,1.1793,.9613,1.2943,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,18.9318,833,21-25 students,82600019,82611222
531.63593,599.73529,535.43732,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,More than 30 minutes to less than 60 minutes a day,2.6131,ISCED 5B,ISCED 5B,ISCED 5B,14,-.3902,.0477,.6834,-.1255,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,18.9318,833,21-25 students,82600019,82612307
451.90399,435.14459,408.22659,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,No,0-10 books,I do not read for enjoyment,-.4556,ISCED 5B,"ISCED 3B, C",ISCED 5B,14,-1.3625,-.8243,-.374,-.044,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,18.9318,833,21-25 students,82600019,82612608
580.6156,557.909,600.34857,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,30 minutes or less a day,.638,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,-.5869,.0477,.7877,.6901,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,18.9318,833,21-25 students,82600019,82612723
483.95609,471.39459,466.93381,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-1.1538,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,14,-.7847,-.6853,1.1422,.2604,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,18.9318,833,21-25 students,82600019,82614433
403.97559,362.32401,423.4342,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,I do not read for enjoyment,-.9016,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.3902,1.1793,1.0673,1.8669,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,18.9318,833,21-25 students,82600019,82615181
393.6886,382.45129,419.9064,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,30 minutes or less a day,.8628,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-1.0715,1.1793,.4683,.3692,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,18.9318,833,21-25 students,82600019,82615992
382.34241,344.3674,364.3605,Female,Native,Language of the test,No,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-.4389,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.9827,-1.5216,.2219,-.3205,Great Britain: England,A town (15 000 to about 100 000 people),Private Government-dependent,18.9318,833,21-25 students,82600019,82616251
367.95859,436.08051,493.26859,Male,Native,Language of the test,No,Yes,No,No,No,Yes,0-10 books,I do not read for enjoyment,-1.9715,ISCED 2,ISCED 5B,ISCED 5B,14,-.9827,-2.3003,-1.1779,-2.2529,Great Britain: England,A small town (3 000 to about 15 000 people),Public,18.4359,1438,26-30 students,82600024,82600471
